,slice,loss_g,loss_d,sensitivity,specificity,false_positive_rate,precision,dice_score,balanced_accuracy,smooth_dice_loss,mae,method
20293,3333,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20294,3334,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20295,3335,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20296,3336,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20297,3337,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20298,3338,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20299,3339,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20300,3340,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20301,3341,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20302,3342,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20303,3343,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20304,3344,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20305,3345,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20306,3346,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20307,3347,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20308,3348,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20309,3349,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20310,3350,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20311,3351,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20312,3352,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20313,3353,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20314,3354,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20315,3355,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20316,3356,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20317,3357,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20318,3358,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20319,3359,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20320,3360,0.0,0.0,1.0,0.9988281,0.001171875,0.0,0.0,0.9994141,0.32812494,0.001171875,Majority Voting No Flair
20321,3361,0.0,0.0,1.0,0.99964845,0.0003515625,0.0,0.0,0.9998242,0.32812494,0.0003515625,Majority Voting No Flair
20322,3362,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20323,3363,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20324,3364,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20325,3365,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20326,3366,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20327,3367,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20328,3368,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20329,3369,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20330,3370,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20331,3371,0.0,0.0,1.0,0.9994141,0.0005859375,0.0,0.0,0.99970704,0.32812494,0.0005859375,Majority Voting No Flair
20332,3372,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20333,3373,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.32812494,0.0,Majority Voting No Flair
20334,3374,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.32812494,3.90625e-05,Majority Voting No Flair
20335,3375,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.32812494,3.90625e-05,Majority Voting No Flair
20336,3376,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.32812494,0.000390625,Majority Voting No Flair
20337,3377,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.32812494,0.0003515625,Majority Voting No Flair
20338,3378,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.32812494,0.00078125,Majority Voting No Flair
20339,3379,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.32812494,0.001328125,Majority Voting No Flair
20340,3380,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.32812494,0.000859375,Majority Voting No Flair
20341,3381,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.32812494,0.0010546875,Majority Voting No Flair
20342,3382,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.32812494,0.00125,Majority Voting No Flair
20343,3383,0.0,0.0,0.0,0.99968714,0.00031285442,0.0,0.0,0.49984357,0.32812494,0.0014453125,Majority Voting No Flair
20344,3384,0.0,0.0,0.0,0.99996084,3.9142007e-05,0.0,0.0,0.49998042,0.32812494,0.0020703124,Majority Voting No Flair
20345,3385,0.0,0.0,0.0,0.9998043,0.00019569472,0.0,0.0,0.49990216,0.32812494,0.0021484375,Majority Voting No Flair
20346,3386,0.0,0.0,0.0,0.99992174,7.828708e-05,0.0,0.0,0.49996087,0.32812494,0.0021484375,Majority Voting No Flair
20347,3387,0.0,0.0,0.0,0.99812,0.0018799937,0.0,0.0,0.49906,0.32812494,0.00453125,Majority Voting No Flair
20348,3388,0.0,0.0,0.0,0.99647665,0.0035233323,0.0,0.0,0.49823833,0.32812494,0.005703125,Majority Voting No Flair
20349,3389,0.0,0.0,0.0,0.9998044,0.0001956258,0.0,0.0,0.4999022,0.32812494,0.001796875,Majority Voting No Flair
20350,3390,0.0,0.0,0.0,0.999061,0.0009390039,0.0,0.0,0.4995305,0.32812494,0.0025390624,Majority Voting No Flair
20351,3391,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.32812494,0.001875,Majority Voting No Flair
20352,3392,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.2007212,0.0010546875,Full Training
20353,3393,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.2007212,0.0025390624,Full Training
20354,3394,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.2007212,0.00234375,Full Training
20355,3395,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.2007212,0.0021484375,Full Training
20356,3396,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.2007212,0.00546875,Full Training
20357,3397,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.2007212,0.009570313,Full Training
20358,3398,0.0,0.0,0.3463687,1.0,0.0,1.0,0.51452285,0.67318434,0.2007212,0.009134557,Full Training
20359,3399,0.0,0.0,0.787037,0.99920535,0.0007946599,0.9444444,0.85858583,0.8931212,0.2007212,0.00434635,Full Training
20360,3400,0.0,0.0,0.94831014,0.997928,0.0020719608,0.90170133,0.9244186,0.9731191,0.2007212,0.00300767,Full Training
20361,3401,0.0,0.0,0.969697,0.997926,0.0020740267,0.9078014,0.93772894,0.9838115,0.2007212,0.0026686434,Full Training
20362,3402,0.0,0.0,0.9787234,0.99752355,0.002476434,0.8990228,0.93718165,0.9881235,0.2007212,0.002874802,Full Training
20363,3403,0.0,0.0,0.97931033,0.99744207,0.0025579536,0.89873415,0.9372937,0.9883762,0.2007212,0.0029734224,Full Training
20364,3404,0.0,0.0,0.9605263,0.9963188,0.003681178,0.8639053,0.9096573,0.9784226,0.2007212,0.004488696,Full Training
20365,3405,0.0,0.0,0.974359,0.99567586,0.004324151,0.849162,0.9074627,0.9850174,0.2007212,0.004806364,Full Training
20366,3406,0.0,0.0,0.9442815,0.99502367,0.0049763224,0.8385417,0.88827586,0.9696526,0.2007212,0.0062706643,Full Training
20367,3407,0.0,0.0,0.91803277,0.99529517,0.0047048414,0.85171103,0.8836292,0.95666397,0.2007212,0.006976883,Full Training
20368,3408,0.0,0.0,0.8797954,0.9953663,0.0046337335,0.856787,0.8681388,0.9375808,0.2007212,0.008159357,Full Training
20369,3409,0.0,0.0,0.8511166,0.9949181,0.005081875,0.8448276,0.8479605,0.9230174,0.2007212,0.009616035,Full Training
20370,3410,0.0,0.0,0.867664,0.99397516,0.0060248272,0.83499444,0.8510158,0.9308196,0.2007212,0.010373855,Full Training
20371,3411,0.0,0.0,0.96099675,0.9920979,0.007902095,0.8197782,0.88478804,0.9765473,0.2007212,0.009004303,Full Training
20372,3412,0.0,0.0,0.9747634,0.99083126,0.009168729,0.8039896,0.88117874,0.9827973,0.2007212,0.009786947,Full Training
20373,3413,0.0,0.0,0.9800797,0.99304765,0.00695235,0.851948,0.9115331,0.9865637,0.2007212,0.0074851196,Full Training
20374,3414,0.0,0.0,0.97016364,0.9945849,0.005415089,0.8834356,0.92477065,0.98237425,0.2007212,0.0064134584,Full Training
20375,3415,0.0,0.0,0.95501405,0.9951494,0.004850609,0.89543056,0.92426306,0.97508174,0.2007212,0.006531845,Full Training
20376,3416,0.0,0.0,0.9555757,0.99379516,0.006204841,0.87396353,0.9129493,0.97468543,0.2007212,0.007826209,Full Training
20377,3417,0.0,0.0,0.9554585,0.994725,0.0052749948,0.89452165,0.9239865,0.97509176,0.2007212,0.0070465873,Full Training
20378,3418,0.0,0.0,0.9569257,0.9956586,0.0043414156,0.9144471,0.93520427,0.97629213,0.2007212,0.0061227824,Full Training
20379,3419,0.0,0.0,0.9592007,0.9947129,0.005287102,0.8992974,0.92828363,0.9769568,0.2007212,0.0069206776,Full Training
20380,3420,0.0,0.0,0.9528455,0.9956504,0.0043496103,0.91705793,0.93460923,0.97424793,0.2007212,0.006467447,Full Training
20381,3421,0.0,0.0,0.943083,0.9956852,0.004314773,0.9191063,0.93094033,0.96938413,0.2007212,0.0069730277,Full Training
20382,3422,0.0,0.0,0.9285714,0.9970746,0.0029254223,0.94563556,0.9370258,0.962823,0.2007212,0.006498024,Full Training
20383,3423,0.0,0.0,0.9476876,0.9965405,0.003459495,0.9370315,0.94232947,0.9721141,0.2007212,0.005967523,Full Training
20384,3424,0.0,0.0,0.9517544,0.9964097,0.003590294,0.937365,0.9445049,0.97408205,0.2007212,0.006001445,Full Training
20385,3425,0.0,0.0,0.94586897,0.99541247,0.0045875353,0.9228631,0.9342244,0.9706407,0.2007212,0.0073027583,Full Training
20386,3426,0.0,0.0,0.93200547,0.9958582,0.004141816,0.93136585,0.93168557,0.96393186,0.2007212,0.007756764,Full Training
20387,3427,0.0,0.0,0.9505834,0.9950296,0.0049703848,0.9202658,0.93517894,0.9728065,0.2007212,0.007498456,Full Training
20388,3428,0.0,0.0,0.97882515,0.99448955,0.005510441,0.91507024,0.9458746,0.9866573,0.2007212,0.0064460267,Full Training
20389,3429,0.0,0.0,0.9944713,0.99279594,0.007204074,0.8921265,0.94052285,0.9936336,0.2007212,0.0071597006,Full Training
20390,3430,0.0,0.0,0.9951049,0.9930906,0.006909392,0.89496857,0.9423841,0.99409777,0.2007212,0.006736968,Full Training
20391,3431,0.0,0.0,0.99244505,0.99523693,0.004763088,0.92628205,0.9582228,0.993841,0.2007212,0.0049167206,Full Training
20392,3432,0.0,0.0,0.994306,0.9942137,0.0057863193,0.9089135,0.9496941,0.9942599,0.2007212,0.005715446,Full Training
20393,3433,0.0,0.0,0.99126,0.9947992,0.005200809,0.9152656,0.95174825,0.9930296,0.2007212,0.005364391,Full Training
20394,3434,0.0,0.0,0.990957,0.9944795,0.005520537,0.90752244,0.94740635,0.9927183,0.2007212,0.005677284,Full Training
20395,3435,0.0,0.0,0.9875583,0.9951468,0.004853171,0.9149856,0.9498878,0.99135256,0.2007212,0.005253827,Full Training
20396,3436,0.0,0.0,0.9941472,0.9942223,0.0057777413,0.893985,0.94140935,0.99418473,0.2007212,0.0057759546,Full Training
20397,3437,0.0,0.0,0.98723406,0.9949642,0.005035824,0.90413094,0.9438568,0.9910991,0.2007212,0.0053886175,Full Training
20398,3438,0.0,0.0,0.9884136,0.9945257,0.0054743034,0.8921963,0.93784356,0.9914696,0.2007212,0.0057287393,Full Training
20399,3439,0.0,0.0,0.988785,0.9948227,0.005177334,0.89282703,0.9383592,0.9918039,0.2007212,0.0053939456,Full Training
20400,3440,0.0,0.0,0.98785424,0.9945555,0.0054444987,0.87927926,0.9304099,0.99120486,0.2007212,0.005676083,Full Training
20401,3441,0.0,0.0,0.97649574,0.9951346,0.0048653907,0.8839458,0.9279188,0.98581517,0.2007212,0.005540499,Full Training
20402,3442,0.0,0.0,0.9619632,0.99455315,0.005446843,0.8531012,0.9042676,0.9782582,0.2007212,0.006529855,Full Training
20403,3443,0.0,0.0,0.95108694,0.9944498,0.005550193,0.8353222,0.88945365,0.97276837,0.2007212,0.0068456335,Full Training
20404,3444,0.0,0.0,0.9821109,0.99452895,0.0054710275,0.80029154,0.8819277,0.98831993,0.2007212,0.0058023497,Full Training
20405,3445,0.0,0.0,0.986,0.9949402,0.005059761,0.7951613,0.88035715,0.9904701,0.2007212,0.0052707554,Full Training
20406,3446,0.0,0.0,0.99255586,0.99392784,0.0060721515,0.7233273,0.83682007,0.99324185,0.2007212,0.0060337656,Full Training
20407,3447,0.0,0.0,0.9643917,0.99651664,0.003483355,0.78692496,0.8666667,0.98045415,0.2007212,0.003944409,Full Training
20408,3448,0.0,0.0,0.90082645,0.9983437,0.001656282,0.8384615,0.8685259,0.9495851,0.2007212,0.0026191347,Full Training
20409,3449,0.0,0.0,0.6927711,0.9995675,0.00043249194,0.9126984,0.7876712,0.8461693,0.2007212,0.002426889,Full Training
20410,3450,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.2007212,0.00375,Full Training
20411,3451,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.2007212,0.0026171876,Full Training
20412,3452,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2007212,0.0,Full Training
20413,3453,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2007212,0.0,Full Training
20414,3454,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2007212,0.0,Full Training
20415,3455,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2007212,0.0,Full Training
20416,3392,0.0,0.0,0.0,0.9999218,7.8207486e-05,0.0,0.0,0.4999609,0.4244768,0.0011328125,Majority Voting
20417,3393,0.0,0.0,0.0,0.99890345,0.0010965342,0.0,0.0,0.49945173,0.4244768,0.0036328125,Majority Voting
20418,3394,0.0,0.0,0.0,0.996711,0.0032889585,0.0,0.0,0.4983555,0.4244768,0.005625,Majority Voting
20419,3395,0.0,0.0,0.0,0.99432373,0.0056762574,0.0,0.0,0.49716187,0.4244768,0.0078125,Majority Voting
20420,3396,0.0,0.0,0.0,0.99457973,0.005420267,0.0,0.0,0.49728987,0.4244768,0.010859375,Majority Voting
20421,3397,0.0,0.0,0.0,0.99562216,0.004377835,0.0,0.0,0.49781108,0.4244768,0.01390625,Majority Voting
20422,3398,0.0,0.0,0.0,0.9932652,0.006734807,0.0,0.0,0.4966326,0.4244768,0.020625,Majority Voting
20423,3399,0.0,0.0,0.22916667,0.9994437,0.0005562619,0.8761062,0.36330274,0.6143052,0.4244768,0.013554688,Majority Voting
20424,3400,0.0,0.0,0.5188867,0.99932265,0.0006773718,0.9388489,0.6683739,0.75910467,0.4244768,0.010117187,Majority Voting
20425,3401,0.0,0.0,0.6912879,0.9991225,0.00087747286,0.9431524,0.7978142,0.8452052,0.4244768,0.0072265626,Majority Voting
20426,3402,0.0,0.0,0.72695035,0.9983224,0.0016775843,0.90707964,0.8070866,0.8626364,0.4244768,0.00765625,Majority Voting
20427,3403,0.0,0.0,0.77068967,0.9965228,0.0034772183,0.83707863,0.8025135,0.8836062,0.4244768,0.00859375,Majority Voting
20428,3404,0.0,0.0,0.7631579,0.99571866,0.00428137,0.81260943,0.7871077,0.8794383,0.4244768,0.009804687,Majority Voting
20429,3405,0.0,0.0,0.7516026,0.9959962,0.0040038438,0.8242531,0.78625315,0.8737994,0.4244768,0.009960937,Majority Voting
20430,3406,0.0,0.0,0.75659823,0.99699014,0.0030098723,0.87309647,0.8106834,0.87679416,0.4244768,0.009414063,Majority Voting
20431,3407,0.0,0.0,0.74043715,0.99682325,0.0031767734,0.8727858,0.80118257,0.8686302,0.4244768,0.010507813,Majority Voting
20432,3408,0.0,0.0,0.6956522,0.99661535,0.0033846402,0.86624205,0.7716312,0.84613377,0.4244768,0.012578125,Majority Voting
20433,3409,0.0,0.0,0.6736973,0.9970154,0.0029845932,0.88006485,0.7631764,0.83535635,0.4244768,0.013164062,Majority Voting
20434,3410,0.0,0.0,0.6340621,0.99846345,0.0015365331,0.9354839,0.75582993,0.8162628,0.4244768,0.01390625,Majority Voting
20435,3411,0.0,0.0,0.65872157,0.9987438,0.0012562305,0.9514867,0.7784891,0.82873267,0.4244768,0.013515625,Majority Voting
20436,3412,0.0,0.0,0.65825444,0.9952939,0.004706073,0.8436658,0.73951566,0.8267742,0.4244768,0.017226562,Majority Voting
20437,3413,0.0,0.0,0.6384462,0.9964222,0.0035778175,0.8792867,0.73975766,0.8174342,0.4244768,0.017617188,Majority Voting
20438,3414,0.0,0.0,0.60923964,0.99828994,0.001710028,0.93777776,0.7386231,0.8037648,0.4244768,0.0175,Majority Voting
20439,3415,0.0,0.0,0.61293346,0.99857336,0.0014266499,0.94920176,0.7448747,0.8057534,0.4244768,0.0175,Majority Voting
20440,3416,0.0,0.0,0.66001815,0.9978365,0.0021635303,0.93213826,0.77282375,0.8289273,0.4244768,0.01671875,Majority Voting
20441,3417,0.0,0.0,0.65152836,0.9985279,0.0014720917,0.9539642,0.7742605,0.8250281,0.4244768,0.016992187,Majority Voting
20442,3418,0.0,0.0,0.6689189,0.9984027,0.0015973132,0.9530686,0.7861042,0.8336608,0.4244768,0.016835937,Majority Voting
20443,3419,0.0,0.0,0.6702748,0.9988934,0.0011066027,0.9675481,0.7919331,0.83458406,0.4244768,0.016523438,Majority Voting
20444,3420,0.0,0.0,0.63739836,0.9977021,0.0022979074,0.93333334,0.7574879,0.81755024,0.4244768,0.019609375,Majority Voting
20445,3421,0.0,0.0,0.6616601,0.99782205,0.002177933,0.9404494,0.7767981,0.82974106,0.4244768,0.018789062,Majority Voting
20446,3422,0.0,0.0,0.6526316,0.99826944,0.0017305316,0.95384616,0.775,0.82545054,0.4244768,0.0196875,Majority Voting
20447,3423,0.0,0.0,0.6952236,0.99847615,0.0015238252,0.9612159,0.8068632,0.8468499,0.4244768,0.017148437,Majority Voting
20448,3424,0.0,0.0,0.6812866,0.9985556,0.0014443711,0.96380556,0.7982869,0.8399211,0.4244768,0.018398438,Majority Voting
20449,3425,0.0,0.0,0.7229345,0.9983055,0.001694495,0.96117425,0.82520324,0.86061996,0.4244768,0.016796876,Majority Voting
20450,3426,0.0,0.0,0.75549453,0.9988817,0.0011182902,0.97604257,0.8517228,0.8771881,0.4244768,0.014960937,Majority Voting
20451,3427,0.0,0.0,0.7192862,0.9981361,0.0018638943,0.9588289,0.8219608,0.8587112,0.4244768,0.017734375,Majority Voting
20452,3428,0.0,0.0,0.72540987,0.9980113,0.0019887306,0.9567568,0.8251748,0.86171055,0.4244768,0.017578125,Majority Voting
20453,3429,0.0,0.0,0.7781617,0.99677056,0.0032294125,0.93521595,0.84949076,0.88746613,0.4244768,0.015585938,Majority Voting
20454,3430,0.0,0.0,0.6867133,0.9983037,0.0016963178,0.9599218,0.80065227,0.8425085,0.4244768,0.019101562,Majority Voting
20455,3431,0.0,0.0,0.5769231,0.9995444,0.00045559974,0.987074,0.72821844,0.78823376,0.4244768,0.024492187,Majority Voting
20456,3432,0.0,0.0,0.5494662,0.99975204,0.00024798512,0.99228793,0.70728356,0.7746091,0.4244768,0.024960937,Majority Voting
20457,3433,0.0,0.0,0.5018208,0.9996285,0.00037148636,0.987106,0.66537905,0.7507247,0.4244768,0.027070312,Majority Voting
20458,3434,0.0,0.0,0.4227581,0.9999176,8.239608e-05,0.9964476,0.5936508,0.71133786,0.4244768,0.03,Majority Voting
20459,3435,0.0,0.0,0.36936235,0.99991775,8.225714e-05,0.9958071,0.53885424,0.68464005,0.4244768,0.031757813,Majority Voting
20460,3436,0.0,0.0,0.3779264,0.99979514,0.00020488445,0.9890591,0.5468845,0.6888608,0.4244768,0.029257812,Majority Voting
20461,3437,0.0,0.0,0.37957448,1.0,0.0,1.0,0.5502776,0.6897872,0.4244768,0.028476562,Majority Voting
20462,3438,0.0,0.0,0.38235295,0.9997549,0.00024511808,0.9862069,0.5510597,0.6910539,0.4244768,0.027304687,Majority Voting
20463,3439,0.0,0.0,0.42149532,0.99922544,0.0007745618,0.95957446,0.5857143,0.7103604,0.4244768,0.024921875,Majority Voting
20464,3440,0.0,0.0,0.34615386,0.99983746,0.00016252235,0.9884393,0.51274365,0.6729957,0.4244768,0.025390625,Majority Voting
20465,3441,0.0,0.0,0.30128205,0.9998378,0.0001621797,0.986014,0.46153846,0.65055996,0.4244768,0.025703125,Majority Voting
20466,3442,0.0,0.0,0.24907975,0.9998386,0.00016138794,0.98067635,0.39726028,0.6244592,0.4244768,0.0240625,Majority Voting
20467,3443,0.0,0.0,0.23233695,0.9998391,0.00016087516,0.9771429,0.37541163,0.61608803,0.4244768,0.022226563,Majority Voting
20468,3444,0.0,0.0,0.17352416,0.9999201,7.9869016e-05,0.97979796,0.29483283,0.58672214,0.4244768,0.018125,Majority Voting
20469,3445,0.0,0.0,0.182,0.9999203,7.9681275e-05,0.97849464,0.306914,0.59096014,0.4244768,0.016054688,Majority Voting
20470,3446,0.0,0.0,0.18610422,0.9999206,7.937453e-05,0.97402596,0.3125,0.5930124,0.4244768,0.012890625,Majority Voting
20471,3447,0.0,0.0,0.017804155,1.0,0.0,1.0,0.034985423,0.5089021,0.4244768,0.012929687,Majority Voting
20472,3448,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.4244768,0.009453125,Majority Voting
20473,3449,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.4244768,0.006484375,Majority Voting
20474,3450,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.4244768,0.00375,Majority Voting
20475,3451,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.4244768,0.0026171876,Majority Voting
20476,3452,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4244768,0.0,Majority Voting
20477,3453,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4244768,0.0,Majority Voting
20478,3454,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4244768,0.0,Majority Voting
20479,3455,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4244768,0.0,Majority Voting
20480,3392,0.0,0.0,0.0,0.9996872,0.00031282994,0.0,0.0,0.4998436,0.3172077,0.0013671875,Majority Voting No T1
20481,3393,0.0,0.0,0.0,0.9975328,0.0024672018,0.0,0.0,0.4987664,0.3172077,0.005,Majority Voting No T1
20482,3394,0.0,0.0,0.0,0.99361783,0.0063821455,0.0,0.0,0.49680892,0.3172077,0.008710938,Majority Voting No T1
20483,3395,0.0,0.0,0.0,0.9891955,0.010804463,0.0,0.0,0.49459776,0.3172077,0.012929687,Majority Voting No T1
20484,3396,0.0,0.0,0.0,0.98880595,0.01119403,0.0,0.0,0.49440297,0.3172077,0.016601562,Majority Voting No T1
20485,3397,0.0,0.0,0.0,0.9899428,0.010057188,0.0,0.0,0.4949714,0.3172077,0.01953125,Majority Voting No T1
20486,3398,0.0,0.0,0.0,0.98660964,0.013390381,0.0,0.0,0.49330482,0.3172077,0.0271875,Majority Voting No T1
20487,3399,0.0,0.0,0.31944445,0.9988875,0.0011125238,0.8313253,0.46153846,0.659166,0.3172077,0.012578125,Majority Voting No T1
20488,3400,0.0,0.0,0.6361829,0.99848586,0.0015141251,0.89385474,0.7433217,0.8173344,0.3172077,0.008632813,Majority Voting No T1
20489,3401,0.0,0.0,0.8068182,0.9979659,0.0020341417,0.8930818,0.8477612,0.902392,0.3172077,0.0059765624,Majority Voting No T1
20490,3402,0.0,0.0,0.8031915,0.99660486,0.003395111,0.84200746,0.8221416,0.8998982,0.3172077,0.00765625,Majority Voting No T1
20491,3403,0.0,0.0,0.8689655,0.9926059,0.0073940847,0.7314949,0.79432625,0.9307857,0.3172077,0.010195312,Majority Voting No T1
20492,3404,0.0,0.0,0.8667763,0.99171734,0.00828265,0.71798366,0.7853949,0.92924684,0.3172077,0.01125,Majority Voting No T1
20493,3405,0.0,0.0,0.8605769,0.9921124,0.007887572,0.7316076,0.79086894,0.9263447,0.3172077,0.01109375,Majority Voting No T1
20494,3406,0.0,0.0,0.829912,0.995425,0.004575006,0.83235294,0.8311307,0.9126685,0.3172077,0.008984375,Majority Voting No T1
20495,3407,0.0,0.0,0.8169399,0.9971047,0.002895287,0.8925373,0.85306704,0.9070223,0.3172077,0.008046875,Majority Voting No T1
20496,3408,0.0,0.0,0.7570332,0.9973406,0.0026593602,0.89969605,0.82222223,0.87718695,0.3172077,0.01,Majority Voting No T1
20497,3409,0.0,0.0,0.7369727,0.9972977,0.0027022667,0.8986384,0.80981594,0.8671352,0.3172077,0.010898437,Majority Voting No T1
20498,3410,0.0,0.0,0.730725,0.9970078,0.002992196,0.8956276,0.80481625,0.8638664,0.3172077,0.01203125,Majority Voting No T1
20499,3411,0.0,0.0,0.7930661,0.99716336,0.0028366495,0.9127182,0.84869564,0.8951147,0.3172077,0.010195312,Majority Voting No T1
20500,3412,0.0,0.0,0.8222923,0.99699783,0.0030021502,0.9135514,0.865523,0.9096451,0.3172077,0.009492188,Majority Voting No T1
20501,3413,0.0,0.0,0.81673306,0.99711335,0.0028866483,0.92031425,0.86543536,0.90692323,0.3172077,0.009960937,Majority Voting No T1
20502,3414,0.0,0.0,0.8286814,0.9970685,0.0029314768,0.92282957,0.87322515,0.912875,0.3172077,0.009765625,Majority Voting No T1
20503,3415,0.0,0.0,0.87441427,0.9972282,0.0027717769,0.93206793,0.9023211,0.93582124,0.3172077,0.007890625,Majority Voting No T1
20504,3416,0.0,0.0,0.9066183,0.99685675,0.003143242,0.9285051,0.9174312,0.9517375,0.3172077,0.00703125,Majority Voting No T1
20505,3417,0.0,0.0,0.89170307,0.99734205,0.0026579432,0.94014734,0.91528463,0.94452256,0.3172077,0.0073828124,Majority Voting No T1
